subject,birthdate,deathdate,age_at_death,species,sex,social_environment,housing,diet
Ne-Ao-38,1986-12-29,1991-12-19,4.97,Owl monkey,Male,Social,Inside,Chow
Ne-Ao-39,1983-02-13,1994-08-08,11.48,Owl monkey,Female,Social,Inside,Chow
Ne-Ao-4,1980-06-05,1993-12-25,13.55,Owl monkey,Male,Individual,Inside,Chow
Ne-Ao-40,1987-01-31,1988-07-19,1.47,Owl monkey,Male,Individual,Inside,Chow
Ne-Ao-41,1980-06-05,1991-12-06,11.50,Owl monkey,Male,Individual,Inside,Chow
Ne-Ao-42,1980-06-05,1991-01-18,10.62,Owl monkey,Female,Individual,Inside,Chow
Ne-Ao-43,1986-06-03,1993-09-27,7.32,Owl monkey,Female,Individual,Inside,Chow
Ne-Ao-44,1986-04-28,1994-09-30,8.42,Owl monkey,Male,Social,Inside,Chow
Ne-Ao-45,1980-03-12,1994-06-24,14.28,Owl monkey,Male,Social,Inside,Chow
Ne-Ao-46,1983-12-23,1994-01-25,10.09,Owl monkey,Female,Social,Inside,Chow
Ne-Ao-47,1986-08-18,1994-11-15,8.24,Owl monkey,Male,Social,Inside,Chow
Ne-Ao-48,1985-11-12,1991-06-20,5.61,Owl monkey,Female,Social,Inside,Chow
Ne-Ao-49,1978-08-31,1988-11-29,10.25,Owl monkey,Female,Social,Inside,Chow
Ne-Ao-5,1986-11-22,1995-08-02,8.69,Owl monkey,Male,Individual,Inside,Chow
Ne-Ao-50,1986-10-06,1990-06-25,3.72,Owl monkey,Female,Social,Inside,Chow
Ne-Ao-51,1983-11-14,1994-10-13,10.91,Owl monkey,Male,Social,Inside,Chow
Ne-Ao-52,1982-01-22,1991-12-12,9.89,Owl monkey,Female,Social,Inside,Chow
Ne-Ao-53,1980-03-12,1991-05-04,11.15,Owl monkey,Female,Social,Inside,Chow
Ne-Ao-54,1986-12-22,,,Owl monkey,Female,Individual,Inside,Chow
Ne-Ao-55,1983-05-31,1988-10-02,5.34,Owl monkey,Male,Social,Inside,Chow
Ne-Ao-56,1975-06-29,1994-09-04,19.18,Owl monkey,Male,Social,Inside,Chow
Ne-Ao-57,1978-10-25,1991-05-14,12.55,Owl monkey,Female,Individual,Inside,Chow
Ne-Ao-58,1978-10-25,1991-03-26,12.42,Owl monkey,Male,Individual,Inside,Chow
Ne-Ao-59,1986-09-28,1991-11-03,5.10,Owl monkey,Male,Social,Inside,Chow
Ne-Ao-6,1979-11-05,1988-07-29,8.73,Owl monkey,Male,Social,Inside,Chow
Ne-Ao-60,1985-11-05,1994-11-15,9.03,Owl monkey,Female,Social,Inside,Chow
Ne-Ao-61,1980-03-12,1994-10-13,14.59,Owl monkey,Male,Social,Inside,Chow
Ne-Ao-7,1985-12-06,1993-04-27,7.39,Owl monkey,Male,Social,Inside,Chow
Ne-Ao-8,1987-03-27,1993-04-27,6.08,Owl monkey,Female,Social,Inside,Chow
Ne-Ao-9,1980-03-12,1994-11-15,14.67,Owl monkey,Male,Social,Inside,Chow
Ne-Co-10,1985-03-29,1989-09-07,4.44,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-100,1988-09-12,1989-01-25,0.37,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-101,1988-09-10,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-102,1988-09-10,1993-02-01,4.39,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-103,1988-09-22,1990-01-20,1.33,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-104,1988-10-04,1991-06-27,2.73,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-105,1988-10-04,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-106,1988-10-10,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-107,1988-10-11,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-108,1988-11-04,1990-08-07,1.76,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-109,1988-11-04,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-11,1985-04-10,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-110,1988-11-05,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-111,1988-11-18,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-112,1988-11-18,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-113,1988-12-10,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-114,1988-12-10,1991-08-26,2.71,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-115,1988-12-15,1992-04-28,3.37,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-116,1988-12-15,1991-08-05,2.64,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-117,1988-12-25,1993-08-26,4.67,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-118,1988-02-15,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-119,1988-02-15,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-12,1985-01-21,1997-02-09,12.05,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-120,1988-02-12,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-121,1988-02-23,1993-06-01,5.27,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-122,1988-02-23,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-123,1988-02-23,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-124,1988-02-29,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-125,1989-04-08,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-126,1989-04-16,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-128,1989-05-04,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-129,1989-05-04,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-13,1985-06-26,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-130,1989-05-04,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-131,1989-01-23,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-132,1989-05-13,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-133,1989-05-16,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-134,1989-05-16,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-135,1989-02-06,1992-04-22,3.21,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-136,1989-02-06,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-137,1989-06-22,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-138,1989-07-05,1995-09-01,6.16,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-139,1989-07-24,1994-10-11,5.22,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-14,1985-08-12,1993-08-31,8.05,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-140,1989-02-14,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-141,1989-02-14,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-142,1989-08-07,1995-08-25,6.05,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-143,1989-08-06,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-144,1989-09-21,1992-07-31,2.86,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-145,1989-09-29,1992-07-31,2.84,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-146,1989-09-29,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-147,1989-10-03,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-148,1989-10-03,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-15,1985-11-06,2000-07-13,14.69,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-150,1989-10-16,1993-03-11,3.40,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-151,1989-10-21,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-152,1989-02-25,1989-12-15,0.80,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-154,1989-12-15,1992-04-19,2.34,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-155,1989-12-15,1993-03-11,3.24,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-156,1989-03-03,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-157,1989-03-10,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-158,1989-03-08,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-159,1989-03-19,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-16,1986-04-09,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-160,1989-04-09,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-161,1989-03-19,1991-03-27,2.02,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-162,1989-04-09,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-163,1989-03-19,1991-11-15,2.66,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-164,1989-03-27,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-165,1989-03-29,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-166,1989-01-17,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-167,1989-01-17,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-17,1986-05-30,1993-08-18,7.22,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-171,1990-05-14,1996-01-21,5.69,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-174,1990-01-22,1994-10-11,4.72,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-176,1990-06-27,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-177,1990-06-27,2000-03-23,9.74,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-178,1990-06-30,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-179,1990-07-09,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-18,1986-07-16,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-180,1990-07-25,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-182,1990-08-14,1999-05-07,8.73,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-183,1990-01-31,1995-09-14,5.62,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-186,1990-03-27,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-187,1990-03-27,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-19,1986-08-11,1994-01-26,7.46,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-190,1991-04-04,1996-02-21,4.88,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-191,1991-02-13,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-193,1991-09-08,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-194,1991-09-12,1992-09-19,1.02,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-195,1991-02-14,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-196,1991-09-20,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-197,1991-02-14,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-198,1991-10-05,1993-02-18,1.37,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-199,1991-10-11,1993-01-06,1.24,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-2,1980-03-12,2000-01-27,19.87,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-20,1986-09-11,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-200,1991-02-21,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-201,1991-12-21,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-202,1992-05-22,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-203,1992-06-26,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-204,1992-10-29,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-21,1986-09-14,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-22,1986-09-14,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-24,1986-09-19,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-25,1986-10-13,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-26,1986-10-16,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-27,1986-12-01,1991-03-06,4.26,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-28,1986-12-17,1992-01-28,5.11,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-29,1987-01-02,1993-06-13,6.45,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-3,1981-05-17,1993-01-23,11.68,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-30,1987-10-20,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-31,1987-01-11,1992-04-25,5.29,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-32,1987-01-11,1992-04-25,5.29,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-33,1987-03-30,1998-06-04,11.18,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-34,1987-04-01,1994-08-02,7.34,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-35,1987-04-23,1991-03-25,3.92,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-36,1987-04-23,1992-12-20,5.66,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-37,1987-05-07,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-38,1987-05-07,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-39,1987-05-19,1990-11-23,3.51,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-4,1981-06-08,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-40,1987-05-19,1989-11-21,2.51,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-41,1987-06-07,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-42,1987-06-15,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-43,1987-06-16,1991-11-01,4.37,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-44,1987-07-26,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-45,1987-01-26,1993-09-03,6.61,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-46,1987-08-28,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-47,1987-08-28,1990-04-25,2.66,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-48,1987-08-30,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-49,1987-10-13,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-5,1983-06-08,1993-08-23,10.21,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-51,1987-10-20,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-52,1987-10-20,1990-07-20,2.75,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-53,1987-10-27,1993-11-17,6.06,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-54,1987-11-04,1990-11-28,3.07,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-55,1987-11-04,1996-10-17,8.95,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-56,1987-11-24,1991-06-03,3.52,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-57,1987-02-14,1995-09-14,8.58,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-58,1987-12-22,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-59,1987-12-30,1990-11-07,2.86,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-6,1984-09-10,1994-09-02,9.98,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-60,1987-12-30,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-62,1987-02-15,1993-08-24,6.52,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-63,1987-02-28,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-64,1987-02-28,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-65,1987-03-01,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-66,1987-03-01,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-67,1987-03-16,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-68,1987-03-16,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-69,1988-01-10,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-7,1984-09-10,1997-05-08,12.66,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-70,1988-03-30,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-71,1988-04-13,1994-07-30,6.30,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-72,1988-04-13,1993-07-27,5.29,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-73,1988-04-15,1990-01-24,1.77,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-74,1988-04-28,1994-01-07,5.69,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-75,1988-01-12,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-76,1988-01-12,1999-05-12,11.33,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-77,1988-05-03,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-78,1988-05-03,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-79,1988-05-05,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-8,1984-09-29,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-80,1988-05-05,1992-11-04,4.50,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-81,1988-05-13,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-82,1988-05-28,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-83,1988-06-06,1993-04-22,4.88,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-84,1988-06-06,1996-01-23,7.63,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-85,1988-01-18,1991-05-14,3.32,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-86,1988-06-14,1992-04-22,3.86,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-87,1988-06-15,1990-10-09,2.32,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-88,1988-06-15,1993-01-03,4.55,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-89,1988-01-21,1994-11-22,6.84,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-9,1984-02-24,1994-09-30,10.60,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-90,1988-01-21,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-91,1988-06-29,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-92,1988-06-29,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-93,1988-07-01,1992-04-22,3.81,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-94,1988-01-21,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-95,1988-07-04,1991-04-14,2.78,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-96,1988-08-01,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-97,1988-08-01,,,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Co-98,1988-08-21,,,Cottontop tamarin,Male,Unknown,Inside,Chow
Ne-Co-99,1988-08-31,1994-03-01,5.50,Cottontop tamarin,Female,Unknown,Inside,Chow
Ne-Lo-1,1983-08-30,1990-05-09,6.69,Longtail macaque,Male,Mixed,Inside,Chow
Ne-Lo-10,1980-12-23,1993-05-11,12.39,Longtail macaque,Female,Mixed,Inside,Chow
Ne-Lo-11,1981-04-28,1991-04-03,9.93,Longtail macaque,Female,Mixed,Inside,Chow
Ne-Lo-12,1983-02-17,1990-04-20,7.17,Longtail macaque,Male,Mixed,Inside,Chow
Ne-Lo-13,1985-11-19,1988-07-29,2.69,Longtail macaque,Male,Mixed,Inside,Chow
Ne-Lo-14,1983-06-10,1989-09-02,6.23,Longtail macaque,Male,Mixed,Inside,Chow
Ne-Lo-15,1973-07-28,1990-04-27,16.75,Longtail macaque,Female,Mixed,Inside,Chow
Ne-Lo-16,1985-11-19,1989-12-14,4.07,Longtail macaque,Male,Mixed,Inside,Chow
Ne-Lo-17,1985-11-19,1989-12-05,4.04,Longtail macaque,Male,Mixed,Inside,Chow
Ne-Lo-18,1980-10-27,1990-04-10,9.46,Longtail macaque,Female,Mixed,Inside,Chow
Ne-Lo-19,1981-05-12,1988-03-08,6.82,Longtail macaque,Female,Mixed,Inside,Chow
Ne-Lo-2,1978-08-02,1988-12-12,10.36,Longtail macaque,Female,Mixed,Inside,Chow
Ne-Lo-20,1981-04-09,1993-05-11,12.09,Longtail macaque,Female,Mixed,Inside,Chow
Ne-Lo-21,1978-08-26,1989-03-16,10.56,Longtail macaque,Female,Mixed,Inside,Chow
Ne-Lo-22,1981-03-27,1990-04-10,9.04,Longtail macaque,Female,Mixed,Inside,Chow
Ne-Lo-23,1980-12-23,1989-06-19,8.49,Longtail macaque,Female,Mixed,Inside,Chow
Ne-Lo-24,1980-12-23,1991-09-12,10.72,Longtail macaque,Female,Mixed,Inside,Chow
Ne-Lo-25,1984-10-16,1999-04-13,14.49,Longtail macaque,Male,Mixed,Inside,Chow
Ne-Lo-26,1981-10-14,1989-01-24,7.28,Longtail macaque,Male,Mixed,Inside,Chow
Ne-Lo-27,1983-05-28,1991-09-12,8.29,Longtail macaque,Female,Mixed,Inside,Chow
Ne-Lo-28,1979-09-13,,,Longtail macaque,Female,Mixed,Inside,Chow
Ne-Lo-29,1980-01-10,1991-07-29,11.55,Longtail macaque,Female,Mixed,Inside,Chow
Ne-Lo-3,1979-05-22,1990-10-30,11.44,Longtail macaque,Female,Mixed,Inside,Chow
Ne-Lo-30,1981-04-28,1990-01-11,8.70,Longtail macaque,Female,Mixed,Inside,Chow
Ne-Lo-31,1981-01-21,1989-09-03,8.62,Longtail macaque,Female,Mixed,Inside,Chow
Ne-Lo-32,1972-09-18,1989-06-06,16.72,Longtail macaque,Female,Mixed,Inside,Chow
Ne-Lo-33,1981-03-31,1986-10-07,5.52,Longtail macaque,Female,Mixed,Inside,Chow
Ne-Lo-34,1981-05-12,1989-08-17,8.26,Longtail macaque,Female,Mixed,Inside,Chow
Ne-Lo-35,1980-03-12,1989-05-04,9.15,Longtail macaque,Female,Mixed,Inside,Chow
Ne-Lo-36,1980-09-12,1990-04-10,9.58,Longtail macaque,Female,Mixed,Inside,Chow
Ne-Lo-37,1981-03-31,1990-01-01,8.75,Longtail macaque,Female,Mixed,Inside,Chow
Ne-Lo-38,1983-02-17,1990-02-15,6.99,Longtail macaque,Male,Mixed,Inside,Chow
Ne-Lo-39,1981-03-09,1989-09-22,8.54,Longtail macaque,Female,Mixed,Inside,Chow
Ne-Lo-4,1980-03-12,1991-04-03,11.06,Longtail macaque,Female,Mixed,Inside,Chow
Ne-Lo-40,1981-02-19,1990-01-23,8.93,Longtail macaque,Female,Mixed,Inside,Chow
Ne-Lo-41,1985-11-19,,,Longtail macaque,Male,Mixed,Inside,Chow
Ne-Lo-42,1979-03-08,,,Longtail macaque,Female,Mixed,Inside,Chow
Ne-Lo-43,1980-01-10,1989-08-29,9.64,Longtail macaque,Male,Mixed,Inside,Chow
Ne-Lo-44,1979-05-22,,,Longtail macaque,Female,Mixed,Inside,Chow
Ne-Lo-45,1978-12-20,1989-05-30,10.44,Longtail macaque,Female,Mixed,Inside,Chow
Ne-Lo-46,1979-08-25,1989-06-25,9.83,Longtail macaque,Male,Mixed,Inside,Chow
Ne-Lo-47,1977-01-18,1989-06-06,12.39,Longtail macaque,Female,Mixed,Inside,Chow
Ne-Lo-48,1979-08-04,1990-03-01,10.58,Longtail macaque,Male,Mixed,Inside,Chow
Ne-Lo-49,1979-11-08,1989-08-17,9.77,Longtail macaque,Female,Mixed,Inside,Chow
Ne-Lo-5,1973-11-09,,,Longtail macaque,Female,Mixed,Inside,Chow
Ne-Lo-50,1978-08-02,1989-03-20,10.63,Longtail macaque,Male,Mixed,Inside,Chow
Ne-Lo-51,1978-08-21,1989-01-25,10.43,Longtail macaque,Male,Mixed,Inside,Chow
Ne-Lo-52,1979-09-08,1990-04-10,10.59,Longtail macaque,Female,Mixed,Inside,Chow
Ne-Lo-53,1979-08-14,1989-07-11,9.91,Longtail macaque,Female,Mixed,Inside,Chow
Ne-Lo-6,1975-04-24,1990-04-01,14.94,Longtail macaque,Female,Mixed,Inside,Chow
Ne-Lo-7,1983-09-29,1989-05-25,5.65,Longtail macaque,Male,Mixed,Inside,Chow
Ne-Lo-8,1981-06-30,1991-05-07,9.85,Longtail macaque,Male,Mixed,Inside,Chow
Ne-Lo-9,1981-02-25,1993-03-04,12.02,Longtail macaque,Female,Mixed,Inside,Chow
Ne-Mr-1,1984-09-07,1989-04-09,4.59,Common marmoset,Female,Social,Inside,Chow
Ne-Mr-10,1984-02-29,1992-10-26,8.65,Common marmoset,Male,Social,Inside,Chow
Ne-Mr-100,1998-05-18,,,Common marmoset,Male,Social,Inside,Chow
Ne-Mr-101,1998-05-18,1999-07-31,1.20,Common marmoset,Female,Social,Inside,Chow
Ne-Mr-102,1999-08-11,,,Common marmoset,Female,Social,Inside,Chow
Ne-Mr-103,1999-05-15,,,Common marmoset,Male,Social,Inside,Chow
Ne-Mr-104,1999-05-15,,,Common marmoset,Male,Social,Inside,Chow
Ne-Mr-105,1999-08-11,,,Common marmoset,Male,Social,Inside,Chow
Ne-Mr-106,1999-08-11,2000-05-09,0.75,Common marmoset,Male,Social,Inside,Chow
Ne-Mr-107,1999-08-11,,,Common marmoset,Female,Social,Inside,Chow
Ne-Mr-108,1999-08-11,,,Common marmoset,Male,Social,Inside,Chow
Ne-Mr-109,1999-08-11,,,Common marmoset,Female,Social,Inside,Chow
Ne-Mr-11,1985-01-09,1990-05-27,5.38,Common marmoset,Female,Social,Inside,Chow
Ne-Mr-110,1999-08-11,,,Common marmoset,Female,Social,Inside,Chow
Ne-Mr-111,1999-08-11,,,Common marmoset,Male,Social,Inside,Chow
Ne-Mr-12,1985-04-20,1990-04-17,4.99,Common marmoset,Male,Social,Inside,Chow
Ne-Mr-13,1985-12-05,1991-06-18,5.54,Common marmoset,Male,Social,Inside,Chow
Ne-Mr-14,1980-06-19,1989-03-08,8.72,Common marmoset,Female,Social,Inside,Chow
Ne-Mr-15,1985-09-23,1990-11-16,5.15,Common marmoset,Female,Social,Inside,Chow
Ne-Mr-16,1981-04-21,1988-08-15,7.32,Common marmoset,Female,Social,Inside,Chow
